year,gvkey1,TGTAT_ACQAT,TGTDVAL_ACQAT
1991,013616,0.4133415183,0.3286269695
1991,014221,0.723273586,0.5820139501
1991,014370,0.8355577488,0.926609583
1991,014497,0.4935937828,0.9514807813
1991,014530,1.3680139531,0.3639948434
1991,014624,0.2943095972,0.5149523937
1991,014808,0.7356925514,0.1146263182
1991,015124,0.1955899784,0.2057897996
1991,015248,0.2559673507,0.4776267232
1991,015252,0.0835635975,0.11141813
1991,015267,0.0740523396,0.0978049769
1991,015319,0.0277395447,0.0427845421
1991,015351,1.3953419153,1.2319541531
1991,016401,0.0946619217,0.4310320285
1991,016553,0.1041263076,0.0944401395
1991,017225,0.0097904023,0.0116796533
1991,017366,0.2774221084,0.5548442168
1991,021686,0.1441701207,0.0865020724
1992,001117,0.3096536621,0.2001590113
1992,001255,0.3219726716,0.1933799278
1992,001328,0.0003997403,1.2319541531
1992,001359,0.0115982537,0.1069043975
1992,001478,0.0258352523,0.093398988
1992,001532,0.2569273403,0.2138847042
1992,001755,0.2563409033,0.1669813728
1992,001766,0.1267729193,0.0305472026
1992,001976,0.0748224833,0.1244966445
1992,002113,0.7534415379,0.4541773756
1992,002302,0.0572901747,0.0466914924
1992,002616,0.3530740469,0.9120165791
1992,002625,0.1059494703,0.2988318392
1992,002872,0.058205309,0.1094423767
1992,002884,0.0706399984,0.1297469358
1992,002960,0.1175471176,0.1534039275
1992,003213,0.6048387097,0.4648297491
1992,003275,0.0946349276,0.0321273446
1992,003278,0.0288353044,0.1461448452
1992,003365,0.0907744494,0.0867134872
1992,003491,0.1134671843,0.0937359992
1992,003619,0.0813573501,0.1382578233
1992,003761,0.0845036417,0.1891271981
1992,003821,0.0213925066,0.0159043766
1992,003957,0.0155965688,0.0188198596
1992,004194,0.0013657187,0.0013069628
1992,004329,0.6685768863,0.2315417788
1992,004367,0.1183888706,0.06504883
1992,004409,0.1144717763,0.249039709
1992,004769,0.0152355659,0.0170862862
1992,004844,0.5484344785,0.225608403
1992,005215,0.081300813,0.9756097561
1992,005306,0.0580835098,0.0057702445
1992,005606,0.0090364964,0.0066218978
1992,005764,0.0271480424,0.049508608
1992,005785,0.089074696,0.0546183929
1992,006097,0.0346957894,0.021837938
1992,006743,0.0235698263,0.096717563
1992,006765,0.0336041714,0.0453862981
1992,006788,0.0211804575,0.0120022592
1992,007189,0.3748786665,0.1704805364
1992,007219,0.0544704692,0.313853656
1992,007227,0.1315789474,0.1700558214
1992,007254,0.1574804718,0.0346636333
1992,007275,0.2754315094,0.2754315094
1992,007409,0.0020331479,0.0076243048
1992,007637,0.0353170704,0.1110778827
1992,007683,0.0420344683,0.177838135
1992,007798,0.0857632933,0.0857632933
1992,007875,0.1128328042,0.1552008532
1992,007881,0.010617651,0.0110291878
1992,007952,0.1555921655,0.1487278052
1992,007970,0.5406909696,0.4711636092
1992,008015,0.7392072808,0.4159871884
1992,008045,0.0304043782,1.1553663728
1992,008133,0.0456645331,0.190268888
1992,008468,0.2122868354,0.2624979892
1992,008627,0.1707744622,0.1032180941
1992,008681,0.0130423108,0.0031454985
1992,008880,0.0879584836,0.1530477615
1992,008989,0.1820758773,0.213925885
1992,008990,0.1153633947,0.0458109712
1992,009217,0.0539622642,0.0493468795
1992,009323,0.4737777193,0.131604922
1992,009406,0.3905174993,0.351480706
1992,009549,0.3874106498,0.3599392183
1992,009611,0.0376849348,0.0197018677
1992,009643,0.1640284206,0.1267825935
1992,009778,0.1389486951,0.0939942059
1992,009916,0.0320427236,0.1297730307
1992,010022,0.4684461729,0.6739437865
1992,010097,0.0433937161,0.0438182961
1992,010134,0.0973327094,0.3331773514
1992,010511,0.1451980917,0.0241996819
1992,010540,0.2458231989,0.3903092305
1992,010724,0.0935334382,0.2825134986
1992,010764,0.0852054282,0.1385454117
1992,010795,0.0204203175,0.0206373293
1992,010981,0.2120584208,0.1406509934
1992,010999,1.1372339685,0.4370227679
1992,011191,0.2572384201,0.1813666887
1992,011389,0.3207618465,0.0741520297
1992,011502,0.0964621574,0.0508424415
1992,011750,0.0394546491,0.0309061418
1992,011946,0.0933146704,0.0626541358
1992,011971,0.0206879339,0.1424531085
1992,012039,0.311942959,0.1600977091
1992,012078,0.0765110941,0.0234634022
1992,012129,0.0789674612,0.1255111966
1992,012232,0.0103212489,0.6382660302
1992,012269,0.4416663548,0.1815323577
1992,012622,0.1447250225,0.5743088133
1992,012627,0.6428284452,0.4752912816
1992,012628,0.2424284823,0.2246701251
1992,012670,0.1268993154,0.2342628152
1992,012734,0.1166597674,0.3281697417
1992,012826,0.1515767612,0.0800614582
1992,012884,0.0812283309,0.0485388806
1992,013197,0.1873474888,0.2631023054
1992,013292,0.4749906206,0.1343220673
1992,013421,0.2844204123,0.5470767151
1992,013468,0.5231418593,0.3466461107
1992,013566,0.023241206,0.154428392
1992,013712,0.059531588,0.0725994976
1992,014014,0.8783981835,0.1565016943
1992,014377,0.1318313,0.0860972318
1992,014396,0.092604809,0.1008819861
1992,014405,0.192224622,0.2375809935
1992,014424,0.4034969738,1.2319541531
1992,014446,0.0186509047,0.0396827759
1992,014477,0.0827302811,0.0836394051
1992,014502,0.3979229211,0.5708027011
1992,014624,0.0077795969,0.0013069628
1992,014626,1.0639303953,0.3215434084
1992,014793,0.1058055111,0.2546983285
1992,014806,0.2344092115,0.1339481209
1992,014836,0.0374102155,0.5237430168
1992,015248,0.1610530806,0.3652328097
1992,015351,0.9134559082,1.1424054339
1992,015359,0.0998003992,0.0499001996
1992,015471,0.1176117706,0.2368022228
1992,015472,0.0441601373,0.1059843295
1992,015853,0.77507118,0.3796267004
1992,016456,0.050004167,0.0729227436
1992,016491,1.3953419153,0.0283764419
1992,016563,0.2259444563,0.1384471845
1992,017225,0.9540166775,0.5284952472
1992,018007,0.2370270041,0.0939642766
1992,018553,0.0458283474,0.0708811773
1992,018729,0.0003997403,0.0013069628
1992,019429,0.0224958076,0.1227044051
1992,020192,0.0080895677,0.0395310208
1992,021487,0.0187865183,0.0205155148
1992,021488,0.3959683225,0.0835133189
1992,021961,0.0334280461,0.0455836993
1992,022260,0.2897344816,0.1841763556
1992,022261,0.1723854868,0.5610737153
1992,022263,0.0966834642,0.0384536505
1992,022496,0.0562809545,0.186852769
1992,023051,0.2048580626,0.5531167691
1993,001036,0.2070773803,0.2592279429
1993,001331,0.3877245888,0.4879923638
1993,001430,0.0271898924,0.1215538421
1993,001439,0.0841641849,0.0594698581
1993,001498,0.4090981144,0.2648061814
1993,001581,0.0010811967,0.0013069628
1993,001633,0.1530728707,0.0156519248
1993,001678,0.0880428182,0.0371952648
1993,001988,0.1407329027,0.0491701938
1993,001989,0.0498181637,0.1556817616
1993,002006,0.0908531509,0.1491294748
1993,002013,0.1524941439,0.1736075084
1993,002085,0.0195069285,0.055335981
1993,002169,0.1862512603,0.2531121339
1993,002249,0.1839615558,0.0952470341
1993,002252,0.0427970232,0.0556361302
1993,002269,0.0058620792,0.028659054
1993,002340,0.1310687565,0.4205122604
1993,002507,0.2001334223,0.3691349789
1993,002556,0.2148969082,0.1566446711
1993,002597,0.0255032014,0.0691963384
1993,002710,0.3344764093,0.3505245198
1993,002872,0.0892970214,0.1417711983
1993,002884,0.0372899598,0.0975905532
1993,002955,0.0287755983,0.2666538775
1993,002999,0.1398074958,0.1095337958
1993,003013,0.1576943427,0.2697403231
1993,003016,0.3028526768,0.4721896574
1993,003153,0.1986441844,0.1626426124
1993,003478,0.6741896482,0.8744602453
1993,003491,0.0808300674,0.0457828773
1993,003497,0.0038473376,0.004755729
1993,003532,0.0682378577,0.1080528318
1993,003584,0.0538793103,0.2720905172
1993,003619,0.0443928004,0.0418553914
1993,003647,0.1442878968,0.2303756335
1993,003781,0.3584447145,0.1334750911
1993,003863,0.0061501892,0.0718853285
1993,004001,0.1764069765,0.0945468898
1993,004073,0.0437958209,0.0439471155
1993,004145,0.051248166,0.0598328842
1993,004321,0.1136605029,0.1631582315
1993,004367,0.5291616017,0.3516922711
1993,004635,1.2626173955,0.1858339433
1993,004645,0.1768819416,0.1782531194
1993,005087,0.028738424,0.0693967625
1993,005160,0.1185302252,0.0846644466
1993,005169,0.0395703898,0.1155655293
1993,005229,0.1176744777,0.0847493538
1993,005250,0.0065481452,0.0169760665
1993,005475,0.2782857597,0.7306988948
1993,005476,0.0701358672,0.1009956488
1993,005496,0.2304547734,0.2692132036
1993,005594,0.30604958,0.1632264427
1993,005711,0.0455416812,0.047659899
1993,005978,0.0712212115,0.1199922586
1993,006034,0.1729670148,0.1261055644
1993,006062,0.1296149066,0.1257880474
1993,006335,0.1430359937,0.102942097
1993,006343,0.0553464689,0.2767323445
1993,006362,0.1897304623,0.4015459519
1993,006507,0.4309871862,0.0548213262
1993,006517,0.0310526861,0.2794741745
1993,006638,0.3810573193,0.3213736428
1993,006956,0.2980625931,0.1771485345
1993,007045,0.1037978632,0.0896826016
1993,007146,0.032895839,0.0096707675
1993,007228,0.0284613849,0.0585737766
1993,007229,0.218437924,0.2203970085
1993,007257,0.0840697529,0.3124175135
1993,007272,0.1645452597,0.0922319482
1993,007326,0.1892186504,0.0976944119
1993,007561,0.2554822227,0.4832872046
1993,007761,0.0982052446,0.0872935508
1993,007821,0.1224298729,0.1604027746
1993,007866,0.0959503658,0.3397918141
1993,007875,0.0660540199,0.0741443572
1993,007952,0.154821708,0.107057564
1993,007974,0.091326792,0.0075402753
1993,008015,0.2852446936,0.2119256294
1993,008133,0.0146255627,0.0617015928
1993,008257,0.0808952407,0.1311851153
1993,008280,0.0421687121,0.0930192178
1993,008387,0.5771195832,0.5946778349
1993,008439,0.0237001508,0.0232714659
1993,008479,0.0024888424,0.0025057159
1993,008606,0.0067119863,0.0128352019
1993,008644,0.1366022931,0.1111398846
1993,008658,0.0613819579,0.0929065191
1993,008917,0.0259371834,0.0243161094
1993,009015,0.1741346358,0.0130176258
1993,009063,0.0212168166,0.0308608241
1993,009132,0.444118859,0.3800192299
1993,009168,0.0870341345,0.0550259369
1993,009195,0.0046351446,0.0066646758
1993,009324,0.1627402658,0.1143075168
1993,009325,0.139620233,0.1316419339
1993,009408,0.039498063,0.0715849756
1993,009465,0.0085765384,0.0053121487
1993,009549,0.38211457,0.3550186854
1993,009590,0.1784145806,0.3053634168
1993,009643,0.038112792,0.0148343109
1993,009815,0.0946620781,0.1733909351
1993,009940,0.1914845686,0.1407974769
1993,010004,0.1968664247,0.2301513676
1993,010112,0.0678512362,0.2247572198
1993,010151,0.1070587396,0.1058454072
1993,010420,0.0717835786,0.2129173941
1993,010553,0.0029256678,0.0810184925
1993,010583,0.078015291,0.1755344047
1993,010609,0.2316246628,0.2697900901
1993,010621,0.2838848143,0.1172247346
1993,010703,0.0584731703,0.091789279
1993,010793,0.1081603096,0.1267310567
1993,010809,0.0474183663,0.0464304837
1993,010859,0.0535949494,0.3061270836
1993,010938,0.0997280145,0.031731641
1993,010991,0.2645560368,0.1936495642
1993,011064,0.041958042,0.1266733267
1993,011191,0.1764570628,0.002850947
1993,011288,0.0187030095,0.0294105342
1993,011503,0.029383232,0.0314820343
1993,011670,0.0649055248,0.0126623725
1993,011750,0.0108711407,0.0948688216
1993,011910,0.0676412262,0.237473537
1993,011925,0.2175231181,0.3001698962
1993,011991,0.2117197104,0.3102035241
1993,012047,0.0962093515,0.0606118915
1993,012065,0.0245368666,0.1656238498
1993,012129,0.0704731502,0.1120103049
1993,012172,0.9478942737,0.1094566136
1993,012289,0.8751741263,0.5093573981
1993,012309,0.0847055635,0.0276328371
1993,012339,0.0448693611,0.0436958548
1993,012392,0.0684719347,0.0298885429
1993,012445,0.045550007,0.0490969338
1993,012533,0.0264014785,0.0683798293
1993,012573,0.1907876806,0.4801035705
1993,012620,0.3619229719,0.0465036875
1993,012628,0.2499345739,0.138467908
1993,012669,0.1691007388,0.0280652185
1993,012718,0.0771546573,0.0409978669
1993,012883,0.0631435162,0.4347882115
1993,013032,0.0420246926,0.0520208573
1993,013197,0.0424175299,0.0807874399
1993,013200,0.3855402265,0.2452680646
1993,013370,0.8388202399,0.974113827
1993,013373,0.0438308131,0.5150120535
1993,013417,0.1772063217,0.2833240609
1993,013429,0.0335806474,0.0395998201
1993,013708,0.1347473572,0.0899025509
1993,013822,0.3399037851,0.0126944105
1993,013824,0.0645399226,0.0857274571
1993,013916,0.3972194638,0.359980139
1993,014005,0.3246753247,0.1179432812
1993,014145,0.0873786408,0.2786407767
1993,014213,0.9412930394,1.2319541531
1993,014233,0.030684259,0.1866625754
1993,014364,0.1189592662,0.095948638
1993,014375,0.2950061361,0.1416029453
1993,014384,0.3445703786,0.1988465807
1993,014446,0.0416248266,0.0881109469
1993,014447,0.016032251,0.0144084746
1993,014479,0.1355395559,0.0765527412
1993,014619,0.306337354,0.1100899866
1993,014624,0.1284241604,0.1326389321
1993,014884,0.0626193682,0.1539810263
1993,014917,0.4071598679,1.2319541531
1993,015135,1.3953419153,0.3970669618
1993,015252,0.0508747984,0.1063584635
1993,015284,0.5359056806,0.0748481601
1993,015351,0.0719008394,0.0646638636
1993,015412,0.1975763962,0.1601685985
1993,015472,0.2619099814,0.2307576929
1993,015852,0.1515373711,0.4228381483
1993,015858,0.0273373428,1.2319541531
1993,016280,0.0848204091,0.0347981166
1993,016419,0.4219846222,0.4116291713
1993,016452,0.0594112881,0.0833918445
1993,016456,0.0034826824,0.0208960942
1993,016458,0.430094122,0.6529327433
1993,016470,0.5387205387,0.6285072952
1993,017235,0.2379038996,0.2381425991
1993,017366,0.4101963082,0.2402578377
1993,018553,0.1624203587,0.1977837004
1993,018705,0.1025343845,0.1476566901
1993,018950,0.2085316651,0.407996736
1993,019911,0.299910027,0.3211536539
1993,020021,0.221507551,0.3392497016
1993,020063,0.0752561274,0.0051310996
1993,020900,0.251775793,0.0843941205
1993,021151,0.0414307416,0.0818257147
1993,021217,0.0834692871,0.2940395341
1993,021487,0.0610652011,0.0453322454
1993,021496,0.0225687933,0.0208429444
1993,021686,0.4222972973,0.1666154791
1993,021757,0.0419947507,0.0209973753
1993,021962,0.1335419131,0.1621580373
1993,022797,0.2424720875,0.2819442878
1993,022850,0.1144098479,0.1412020275
1993,023002,0.3252581146,0.3225588771
1993,023034,0.6109080455,0.409975769
1993,023068,0.0537821822,0.1743339475
1993,023113,0.0357658529,0.0715317058
1993,023195,0.0673921231,0.0792848506
1993,023442,0.0455001226,0.0181806636
1993,023714,0.0646744718,0.1175980896
1993,023779,0.2693062593,0.1030275762
1993,023948,0.1487631407,0.0991754272
1993,024037,0.1047394606,0.0720083792
1993,024069,0.2757064818,0.1572529048
1993,024082,0.2469163452,0.518048409
1993,024113,0.0332019091,0.1992114547
1993,024193,0.0343220492,0.1878680588
1993,024195,0.0265458373,0.0549224221
1993,024205,0.0078821538,0.0072789277
1993,024289,0.105150014,0.1017618469
1994,001011,0.0609284908,0.3061285145
1994,001055,0.321393767,0.1044131978
1994,001234,0.354391019,0.2789400279
1994,001255,0.221411826,0.279219348
1994,001331,0.413212535,0.0270170846
1994,001351,0.0306470914,0.0864977671
1994,001439,0.147324674,0.0450337431
1994,001478,0.2643114044,0.4411064788
1994,001542,0.1349254537,0.1124378781
1994,001602,0.1384551891,0.1203070787
1994,001652,0.0258184447,0.2194567799
1994,001919,0.1500822012,0.2734818791
1994,001953,0.0835543638,0.052464368
1994,002054,1.3953419153,0.0044668152
1994,002055,0.3669354839,0.4651857719
1994,002086,0.00039992,0.0013069628
1994,002124,1.0512458134,0.6527984822
1994,002214,0.2150295525,0.393988179
1994,002230,0.1018394165,0.0757766879
1994,002461,0.0638213004,0.0379337854
1994,002507,0.182038835,0.3357605178
1994,002561,0.2224762216,0.3265706005
1994,002597,0.0049224262,0.0049195092
1994,002598,0.3370070134,0.2286182712
1994,002625,0.1156529459,0.0976246926
1994,002634,0.4579593332,0.2686694755
1994,002710,0.2086957784,0.1920303619
1994,002846,0.1833842734,0.2941993691
1994,002884,0.0257416235,0.0893197822
1994,002916,0.0782573147,0.2336039245
1994,002930,0.137861764,0.2779883999
1994,003016,0.1023277878,0.118591807
1994,003105,0.0536936884,0.1214789331
1994,003107,0.1146796431,0.1070559611
1994,003158,0.0789843201,0.2759039317
1994,003310,0.0965918197,0.1004334703
1994,003375,0.0424048247,0.0106129853
1994,003580,0.163583967,0.1632149358
1994,003684,0.0841443918,0.2636524276
1994,003772,0.1419010649,0.0903937072
1994,003796,0.033962534,0.1290576291
1994,004105,0.0674825129,0.1414537291
1994,004274,0.0678131612,0.0446933941
1994,004335,1.3953419153,1.1191064807
1994,004367,0.3678483438,0.1939843964
1994,004401,0.3295681329,0.4822666059
1994,004423,0.0338825705,0.0781923551
1994,004703,0.0942054406,0.2847848965
1994,005076,0.6240168709,0.8243591295
1994,005250,0.0156967226,0.0145652104
1994,005284,0.1846225414,0.6421811627
1994,005369,0.1043399586,0.1908983452
1994,005399,0.2963095986,0.3145243012
1994,005465,0.9107742094,0.1367357752
1994,005557,0.0003997403,0.274967004
1994,005559,0.1801747695,0.3173177983
1994,005568,0.0066325637,0.0172164136
1994,005671,0.3398587842,0.2143381473
1994,005726,0.1059794959,0.2775174655
1994,005798,0.0275862069,0.1025862069
1994,005978,0.0572328824,0.1286201337
1994,005980,0.3144605651,0.2399331742
1994,006215,0.1028784065,0.0350224362
1994,006266,0.012528721,0.0595538039
1994,006343,0.3765635286,0.6721527321
1994,006362,0.2620082457,0.2576842717
1994,006386,0.3403428086,0.1616915066
1994,006416,0.3178714387,0.296768307
1994,006471,0.1518048724,0.2093885475
1994,006541,0.1340772611,0.0548605372
1994,006730,0.0027709996,0.0049363084
1994,006745,0.1914296248,0.1894444287
1994,006788,0.0303312454,0.014107556
1994,006845,0.0087839371,0.1262690959
1994,006922,0.3941019444,0.5134272553
1994,007045,0.2062933276,0.1431975737
1994,007116,0.0172425993,0.0379951249
1994,007750,0.3759156353,0.4167176055
1994,007906,0.0382786386,0.1253592003
1994,007936,0.1470948762,0.096357803
1994,007985,0.3149330246,0.3479411278
1994,008015,0.1753237152,0.1206670751
1994,008047,0.1001314225,0.200262845
1994,008257,0.3187582288,0.2078858014
1994,008293,0.0714824052,0.0420269924
1994,008711,0.2003135044,0.3713002885
1994,008902,0.084971954,0.184019017
1994,009155,0.099409247,0.0531649389
1994,009397,0.2698497593,0.0619925123
1994,009611,0.0097057511,0.0309580526
1994,009786,0.1635066968,0.1809010263
1994,009813,0.0423908436,0.1356506994
1994,009815,0.0121522376,0.0217813872
1994,009899,0.0061449012,0.0261485159
1994,009932,0.223200051,0.2072571902
1994,010185,0.1970496933,0.2761205894
1994,010190,0.0220665998,0.0065967519
1994,010296,0.4698318497,0.3944114738
1994,010297,0.1685297099,0.3949915077
1994,010317,0.0907935355,0.0756612796
1994,010439,0.0506792007,0.0853596733
1994,010441,0.0607108087,0.1531443823
1994,010537,0.1001485079,0.1409624546
1994,010724,0.0687530939,0.1318959353
1994,010769,0.0545850322,0.1095874938
1994,010839,0.0404683968,0.0913529203
1994,010843,0.0722961249,0.1086128783
1994,010993,0.3946681378,0.132569247
1994,011060,0.0319881713,0.0975834091
1994,011113,0.0190187121,0.0368613691
1994,011465,0.011269722,0.0150247934
1994,011480,0.3215551577,0.3047465926
1994,011509,0.0725649223,0.0437138086
1994,011626,0.4484008141,0.1710376094
1994,011754,0.112248896,0.1482532589
1994,011764,0.3158413706,0.2711613718
1994,011811,0.0573708504,0.0524160951
1994,012091,0.3388452155,0.559772296
1994,012141,0.0076263285,0.0259267201
1994,012171,0.0444909609,0.0308083969
1994,012304,0.1035330659,0.1378283939
1994,012323,0.0717750301,0.0656909749
1994,012447,0.0071460899,0.3038755628
1994,012455,0.3550968231,0.4577434781
1994,012471,0.3618656183,0.1116869192
1994,012516,0.1513311049,0.1892885409
1994,012702,0.6860449993,0.3911431916
1994,012718,0.0341768172,0.2083418775
1994,012734,0.0700730476,0.0599618361
1994,012826,0.0928655556,0.0948015429
1994,012846,0.5659665451,0.5410335273
1994,013003,0.0313444111,0.0276956715
1994,013161,0.0679281902,0.2076855895
1994,013197,0.0170962638,0.0067199187
1994,013417,0.2055313628,0.1284571018
1994,013551,0.2054231717,0.2751496655
1994,013628,0.087344588,0.2593042458
1994,013712,0.1198458534,0.102416547
1994,013714,0.3676844559,0.621694932
1994,013789,0.0019267823,0.013256262
1994,013923,0.2877999006,0.039245441
1994,013961,0.3326842837,0.2720630505
1994,014071,0.0294698128,0.0491320719
1994,014104,0.2136966212,0.1899928678
1994,014114,0.4070253694,0.2845553387
1994,014264,0.1447441409,0.4245828133
1994,014268,0.0036735294,0.0734705873
1994,014359,0.343758879,0.2812498442
1994,014364,0.3263350024,0.1440054815
1994,014414,0.079255003,0.1386962552
1994,014453,0.2798992363,0.2890959255
1994,014477,0.0847858847,0.4211444857
1994,014524,0.0154818118,0.1935226481
1994,014908,0.1038047107,0.1185128148
1994,014917,0.1881973384,0.3651924542
1994,014934,0.1624706927,0.1921763675
1994,014987,0.2239820613,0.253069986
1994,015066,0.1450230719,0.2373104812
1994,015084,0.0342926542,0.0597781895
1994,015472,0.0330550761,0.0603386309
1994,015533,0.05174723,1.2319541531
1994,015852,0.0697478066,0.1257295988
1994,016438,0.0796178344,0.4617834395
1994,016665,0.0685274505,0.3805250257
1994,017117,0.1017138789,0.1088338504
1994,017525,0.1362499156,0.1335268682
1994,018482,0.076420141,0.1150547678
1994,019818,0.1212513136,0.2182523644
1994,020118,0.0668050486,0.3101662969
1994,020294,0.0477583789,0.0244837259
1994,021153,0.2262443439,1.2319541531
1994,021252,0.124152915,0.206921525
1994,021496,0.6540394509,0.1977265052
1994,021757,0.0558815312,0.0279407656
1994,022140,0.0088894815,0.0333355557
1994,022567,0.3415996058,0.3590080473
1994,022730,0.338261771,0.0668339789
1994,023133,0.2812241522,0.223325062
1994,023220,0.5847964336,0.4029828326
1994,023486,0.0063107409,0.0720055535
1994,023499,0.0050599605,0.0252998027
1994,023577,0.4127239783,0.154821824
1994,023946,0.0356354709,0.0602005121
1994,024037,0.1384219893,0.1581965592
1994,024051,0.1042936882,0.1711757657
1994,024086,0.2475949271,0.0592904799
1994,024187,0.2366630317,0.4006269323
1994,024195,0.0112412463,0.1090826232
1994,024289,0.0815978676,0.078968603
1994,024303,0.2221551828,0.1942319295
1994,024384,0.1644450463,0.102536323
1994,024409,0.019110593,0.0610409714
1994,024531,0.1389630194,0.2027449485
1994,024539,0.049743629,0.1817555675
1994,024551,0.1109631602,0.1442521083
1994,024689,0.0354057499,0.0687225605
1994,024704,0.113452468,0.1151801706
1994,024707,0.2608242045,0.4717192041
1994,024733,0.2726574501,0.0960061444
1994,024783,0.1046389955,0.1162655505
1994,024793,0.0223834982,0.1721807554
1994,024853,0.5087737514,0.9471152182
1994,024858,0.2769042503,0.317884941
1994,024870,0.0127720994,0.1287593757
1994,024931,0.1155967867,0.1730293674
1994,024969,0.0300449973,0.1168104568
1994,025046,0.3978875266,0.4832102976
1994,025169,0.0804774998,0.2011937496
1994,025175,0.022688313,0.1008369467
1994,025216,0.2176436448,0.8324869414
1994,025240,0.095209759,0.0979145817
1994,025271,0.0020133688,0.0744946444
1994,025277,0.1534949915,0.1226817413
1994,025342,0.0108879629,0.2415148126
1994,025375,0.0670760023,0.1677545018
1994,025637,0.3668689149,0.352758572
1994,025694,0.1526154603,0.0143397077
1994,025724,0.0719047896,0.054765719
1995,001098,0.0320848752,0.1871617719
1995,001115,0.2677646702,0.104200874
1995,001392,0.0467158959,0.076166229
1995,001439,0.2006571742,0.0613362541
1995,001678,0.0789125287,0.0763885211
1995,001743,0.3756199047,0.1442205963
1995,002193,0.0215443209,0.0579103365
1995,002439,0.0735620154,0.0708236801
1995,002597,0.095260336,0.3315199781
1995,002663,0.0178463975,0.1765637371
1995,003011,0.0277144379,0.0797263182
1995,003246,0.1360775187,0.1089061266
1995,003278,0.0177866409,0.0192761626
1995,003310,0.1419467357,0.3586463704
1995,003735,0.1090181569,0.1528542232
1995,003946,0.0232153065,0.0250108025
1995,004055,0.0803305453,0.1641048909
1995,004204,0.0665474083,0.0968889469
1995,004242,0.0283276619,0.011660502
1995,004321,0.0175976168,0.023974359
1995,004393,0.0076306663,0.0025139792
1995,004510,0.0351073145,0.073596091
1995,004988,0.1051692856,0.361662259
1995,005087,0.0554178031,0.1246534838
1995,005475,0.0776901997,0.0565019634
1995,005711,0.0519696497,0.0143364551
1995,005894,0.0168470389,0.024021132
1995,005959,0.1965560009,0.2637574821
1995,006066,0.0112601505,0.0406488069
1995,006266,0.0017288648,0.0075361159
1995,006785,0.2047167568,0.1610748664
1995,006788,0.1052808109,0.150807774
1995,006825,0.0804893264,0.0638475115
1995,006864,0.0355007513,0.0755044298
1995,006948,0.1625930977,0.1884506451
1995,006956,0.1483795392,0.041858649
1995,007341,0.0915004258,0.1585403417
1995,007437,0.1030031501,0.0893775366
1995,007809,0.1485561944,0.1807032195
1995,008092,0.051013512,0.0367297287
1995,008402,0.0240681537,0.0481590133
1995,008530,0.0064104075,0.0124906318
1995,008852,0.0826410325,0.3527462761
1995,008972,0.1465814662,0.2466176009
1995,009203,0.1012395042,0.1246643743
1995,009236,0.1807145798,0.3308041526
1995,009850,0.0460821982,0.0533755897
1995,010071,0.1900081212,0.0958861912
1995,010107,0.0133265549,0.0032872169
1995,010374,0.3649786118,0.6900510556
1995,010530,0.0108284018,0.0162058918
1995,010560,0.0968216434,0.1712998306
1995,011170,0.5254656607,0.4848596373
1995,011376,0.1228910644,0.1052114143
1995,011436,0.1289457975,0.3057741762
1995,012039,0.710128482,0.2783166783
1995,012274,0.5033782874,1.2319541531
1995,012275,0.0260482099,0.0674717792
1995,012339,0.1763181374,0.1138207928
1995,012560,0.0242600679,0.8806404658
1995,012576,0.0330564853,0.1652824263
1995,012757,0.8877615726,0.376558867
1995,012834,0.455230011,0.4880887185
1995,013172,0.0355871886,1.2319541531
1995,013204,0.2817001181,0.2440015742
1995,013228,0.0851571149,0.1497913651
1995,013312,0.0822415107,0.1023877818
1995,013470,0.0375085734,0.0144975995
1995,013500,0.3005901002,0.0481158612
1995,013520,0.0523362078,0.0640192597
1995,013587,0.1266144117,0.1166540483
1995,013594,0.0897913588,0.2076973112
1995,013623,0.1515874811,0.192323476
1995,013843,0.2799009581,0.1076542147
1995,014080,0.0033595377,0.150428901
1995,014114,0.2585398526,0.375083724
1995,014446,0.0005991118,0.0078962937
1995,014561,0.1108055977,0.0984938647
1995,014806,0.3087737413,0.314730791
1995,015503,1.1245415762,0.4511264127
1995,015855,0.258450839,1.2319541531
1995,019911,0.0974948073,0.1059726167
1995,020185,0.0367099481,0.2410249121
1995,020196,0.5716168477,0.7026024432
1995,021440,0.088648716,0.099898323
1995,022140,0.0018774847,0.0035202839
1995,022250,0.258097166,0.2909919028
1995,022612,0.5426831343,0.0093821238
1995,022794,0.4934913503,0.3810897025
1995,022974,0.2835350458,0.0234734896
1995,023577,0.020797742,0.0980464978
1995,023753,0.2385536511,0.401972294
1995,023778,0.2375515686,0.078365154
1995,023897,0.0125304691,0.0316075173
1995,024029,0.939360119,0.1104445685
1995,024303,0.0358615004,0.1125910965
1995,024326,0.0766965915,0.0506780305
1995,024530,0.0686104522,0.1233959869
1995,024531,0.0130585331,0.0112331468
1995,024651,0.3171051473,0.2058519682
1995,024675,1.0622043789,0.1300326707
1995,024680,0.0418910832,0.0498703371
1995,024837,0.0768669963,0.1698205908
1995,024844,0.1410789227,0.6260186204
1995,024870,0.0779092106,0.1336827729
1995,024931,0.1249473114,0.1692714463
1995,025088,0.3482587065,0.8066808813
1995,025115,0.0698654527,0.540893827
1995,025119,0.1186512715,0.1032664518
1995,025181,0.1200116516,0.1299155258
1995,025223,0.048380494,0.2481050973
1995,025279,0.0165539356,0.0872745805
