gvkey1,gvkey2,year
119275,7883,2016
119295,17030,2004
119419,62659,2001
119474,64184,2001
119533,28585,
119956,9818,1999
120093,7319,2000
120093,1440,
120134,23671,2008
120178,62929,
120302,29496,2001
120302,120302,2005
120318,186084,2015
120456,62340,2002
120513,121415,2004
120513,27882,2008
120517,10519,1999
120518,120518,
120595,120595,2000
120720,1891,1999
120723,12673,2001
120774,120774,2006
120774,138607,2007
120774,124319,2009
120774,174317,2015
120793,6736,
120794,10671,2009
120794,10671,2013
120794,10671,2013
120794,120794,2015
120822,112971,2001
120824,120824,2000
120877,120877,2014
121053,121053,2000
121134,30283,
121199,28534,1999
121233,11915,1999
121257,134744,2003
121315,13440,1999
121382,135669,2001
121436,29621,
121440,121440,2002
121493,127378,2004
121613,28848,2000
121613,126497,2001
121613,130762,
121674,126620,2001
121718,19349,2002
121718,145513,2004
121754,121453,2000
121757,7647,1999
121759,5047,2010
121815,121815,2013
121817,25753,2000
122061,134764,2002
122096,1581,1999
122099,140062,2002
122137,29621,2000
122149,124195,1999
122154,3246,2003
122159,121842,2004
122172,121437,2007
122172,160449,2009
122233,66582,2001
122257,62275,1998
122257,20333,2001
122257,21186,2004
122380,6994,2011
122380,9465,2013
122436,122517,2000
122436,118446,2001
122436,2991,2004
122515,183826,2012
122678,8990,2002
122741,62633,2000
122741,138131,2003
122921,121793,2005
123137,124035,2000
123455,24636,2000
123455,123455,2008
123456,4242,2006
123456,8099,2008
123720,123495,2010
123998,120218,2000
124042,65829,1999
124042,128659,2004
124042,4242,2004
124042,15142,2008
124042,179077,2009
124042,11456,2011
124042,2369,2013
124042,177088,2013
124042,11220,2015
124042,15598,2016
124046,117003,2002
124046,13579,2011
124198,120818,2002
124198,27882,2004
124198,162386,2008
124434,133768,2005
124434,124434,2006
124676,65298,1999
124684,132700,2000
124794,60800,1998
125000,25711,2010
125014,5043,1999
125274,7652,2007
125314,125314,2003
125315,125315,2008
125379,63010,2000
125434,5894,2005
125529,9480,2000
125601,24893,2000
125601,30027,2001
125794,5047,2015
125814,10855,1997
125814,10751,2000
125863,20779,2015
125978,18739,1999
126056,22718,2008
126056,110562,2008
126056,146071,2010
126136,1581,2000
126136,12485,2000
126136,1581,2001
126136,12485,2011
126296,19649,2015
126417,175395,2009
126423,136824,2006
126423,119275,2010
126461,29621,2001
126554,19540,2000
126554,5166,2000
126554,4132,2000
126554,61642,2001
126554,5047,2007
126554,4060,2008
126554,119216,2010
126554,118577,2011
126615,122360,2009
126720,127399,2000
126720,63023,
126721,4321,2003
126721,9203,2006
126721,61398,2012
126721,126721,2013
126734,60933,2000
126794,126794,2001
127179,13228,2002
127180,14832,2000
127279,120314,2002
127279,66507,2002
127381,122919,2000
127383,127383,2003
127455,30236,2004
127455,142096,2006
127475,127475,2001
127797,27948,2000
127797,17195,2005
127797,17195,2006
128121,1013,2006
128659,2982,1999
128758,66507,2002
128763,138603,2004
129418,129418,2001
129442,12485,1998
129466,25523,2001
129467,7985,2008
129470,120154,2002
129626,2731,
129632,8789,2007
129851,64029,2003
130040,132503,2001
130049,122894,2001
130200,141847,2010
130525,106676,2010
130762,11646,2004
132502,122075,2002
132525,10553,2003
132643,6066,2001
133304,4311,2011
133346,30247,2010
133364,14626,2010
133366,163720,2004
133367,8530,2003
133506,16637,2003
133547,125795,2002
133768,4737,2008
133768,177088,2012
133885,140065,2002
133888,133888,2002
133888,129419,2006
133985,31888,2005
134451,61356,2000
134464,134464,2008
134845,2146,1998
134845,2136,2000
134845,126720,2002
134845,10411,
134845,62064,
134867,134867,2003
134932,2975,2000
134932,1632,2008
134932,155735,2008
134932,65643,2016
135484,65907,2002
135484,2136,2010
135784,165610,2008
135966,30789,2006
135990,4191,1999
135990,211819,1999
135990,103124,2000
135990,3848,2001
135990,3848,2001
135990,4093,2001
135990,9846,2001
135990,140977,2009
135990,140033,2012
135990,9846,2014
135990,4029,2014
136265,19552,2001
136265,16872,2006
136265,29993,2006
136265,154755,2014
136265,163872,2015
136725,65264,2003
137131,147990,2004
137137,6066,1998
137230,62865,2008
137292,5650,2002
137310,29791,2006
137351,118876,2005
137351,124615,2011
137351,165411,2011
137351,178492,2012
137572,118875,2001
137572,125277,
137609,62640,2012
137803,11721,2002
137943,25753,2000
137943,66077,2003
138123,175533,
138129,109423,2004
138203,10845,2002
138205,163087,2007
138347,141845,2002
138483,144645,2003
138603,16401,2003
138607,12718,2006
138610,28435,2000
138662,138662,2002
138707,14487,2008
138741,18100,2006
138821,12592,
139225,139225,2006
139225,116394,2007
139662,126459,2001
139804,1300,2002
139804,10787,2006
139804,133346,2015
140030,141007,2007
140030,141007,2008
140042,118577,2001
140044,140044,2003
140046,133024,2002
140046,143443,2004
140049,4839,2000
140073,7124,2001
140073,24449,2007
140565,122515,2015
140569,5439,1999
140759,113361,2009
140760,14881,1998
140908,147988,2006
140979,13378,2004
141001,141001,2013
141023,17269,2003
141138,4103,2000
141243,2146,2004
141389,28712,2013
141720,7668,2002
141720,14934,2005
141720,1440,2005
141720,141720,2006
141720,9867,2007
141720,165649,2013
141720,141720,2013
141720,165702,2014
141720,141720,2014
141720,21899,2016
141847,141847,2003
141847,150284,2008
141957,12913,2005
141982,2410,2001
142230,11506,2003
142230,116029,2013
142230,12384,2013
142260,142260,2015
142382,9653,1999
142382,28256,2000
142382,6403,2005
142382,11923,2007
142445,13700,2001
142541,6608,2007
142748,30248,1999
142748,14130,2000
142808,1382,2000
142814,142814,2013
142955,31687,1999
143012,13569,2001
143053,143053,2001
143153,143153,2004
143176,24386,2000
143356,3243,2001
143356,65179,2002
143356,143356,2013
143357,121493,2011
143357,189459,2015
143527,9818,2004
143689,29082,2015
143971,25203,2001
143974,1831,1999
143974,1837,2001
143974,1440,2003
143974,7853,2005
143974,9004,2006
143974,2938,2008
143974,133547,2014
144066,9818,2000
144066,4132,2002
144097,141720,2005
144097,8113,2005
144119,125976,2003
144119,5342,2004
144119,13114,
144183,144183,2013
144435,7422,2009
144435,7422,2010
144436,2246,2006
144436,183257,2012
144436,1820,2013
145043,7228,2008
145046,150397,2005
145227,145227,2001
145270,1075,2006
145270,140977,2008
145273,8804,2000
145552,29710,2016
145701,8787,2006
145701,8007,2006
145702,145702,2002
145911,6266,2000
145911,62395,2005
146017,146017,2009
146037,162459,2006
146114,6682,2006
146114,15337,2007
146140,65048,2003
146156,146156,2015
146171,20151,1999
146171,143712,2010
146171,3336,2015
146778,146778,2001
147208,8549,2004
147208,2259,2006
147208,2991,2010
147208,3439,2011
147208,141720,2013
147242,129850,2008
147303,176595,2013
147312,17105,2010
147349,23767,2015
147452,3282,2001
147644,176355,
147658,7982,2003
147658,136264,2005
147811,15247,2005
147988,10813,2015
148281,4844,2006
148317,11749,2000
148317,10581,
148349,5047,2009
148349,5047,2013
148475,6669,2006
148531,13714,2005
148531,25062,2012
148770,63742,2008
148770,25874,2008
148770,4430,2011
148792,8762,2003
148870,14897,2005
149070,163993,2007
149070,176048,2008
149070,12886,2010
149177,149177,2003
149177,7203,2009
149177,7260,2015
149268,22668,2004
149268,8655,2007
149337,149337,2005
149578,1209,2009
149578,1209,2009
149578,11264,2011
149578,8133,2011
149618,2002,2014
149700,65806,2007
149738,10187,2005
150024,24746,2006
150044,9689,2002
150139,163988,2008
150277,1440,2004
150277,4242,2005
150277,14934,2014
150278,8193,2005
150279,25526,2004
150279,150279,2007
150577,16959,2004
150699,23961,2005
150699,27786,2008
150764,63468,2011
150764,164543,2011
150837,15709,2005
150837,11456,2007
150837,24005,2013
150937,7123,2006
151403,133768,2003
151403,14477,2004
151586,148870,
151933,23774,2006
151933,140027,2007
152049,11482,2011
152149,65080,2004
152149,17266,2016
153070,15634,2005
153070,4739,2005
153070,15634,2006
153813,63462,2012
154039,61646,2011
154254,62374,2005
154254,11217,2005
154357,10877,2012
154758,64901,2006
155133,15444,
155393,22447,2004
155393,107755,2014
155394,63102,2007
155395,2189,2003
155735,7346,2002
155736,30215,2003
155736,14477,2005
155738,149738,2014
155738,149738,2014
155754,30495,2003
156125,14582,2005
156155,14895,2001
156156,9783,2011
156291,61352,2004
156291,63896,2004
156292,137722,2004
156613,184700,2011
156953,24547,2015
157020,157020,
157057,9351,2006
157118,13799,2002
157153,14363,2001
157493,13646,2005
157581,107005,2010
157855,187687,2017
157955,25895,2012
158744,66095,2006
160207,9611,2005
160207,9611,2007
160213,9818,2010
160228,65048,2005
160233,164444,2010
160250,1318,
160255,62728,2005
160255,143892,2010
160329,27882,2003
160329,25119,2007
160329,1690,2010
160341,64848,2006
160341,12384,2010
160341,29173,2012
160343,8497,2004
160373,7163,2007
160378,153070,2008
160378,65290,2009
160449,179110,
160479,143356,2012
160492,29345,2007
160498,64901,2008
160570,145979,2011
160596,10984,
160629,14250,2005
160629,29241,2010
160706,28930,2005
160790,2369,2005
160797,1632,2006
160891,26071,2004
160902,12390,2010
160991,65706,2006
161013,141197,2006
161013,143356,2011
161067,119714,2011
161814,161814,2011
161843,7991,2010
161852,161852,2015
161942,21423,2006
161942,3243,2011
161966,116004,2010
161966,65345,2017
161994,1634,2008
162076,4040,2007
162127,7964,2007
162127,6995,2014
162129,163946,2014
162160,24219,2010
162160,24219,2011
162254,4087,2010
162254,1794,2012
162346,3734,2007
162448,28590,2002
162448,4242,2003
162448,2783,2006
162448,2783,2006
162448,162448,2015
162449,61739,2011
162501,162501,2011
162732,63246,2006
162733,162733,2010
162892,62911,2009
162894,30023,2004
162894,61735,2005
162894,162894,2005
162894,4242,2007
162894,177124,2015
162906,30899,2009
162941,107755,2014
162957,161797,2008
163492,119893,2006
163595,163595,2015
163610,166451,2013
163629,110529,2011
163673,266216,2010
163678,143285,2008
163680,155794,2009
163720,161073,2007
163771,176658,2010
163877,29353,2009
163877,163877,2011
163920,197855,2012
163920,143910,2015
163921,11506,2006
163921,11506,2007
163921,179253,2010
163935,4503,2007
163935,4503,2010
163935,28520,2015
163939,15247,2008
163946,5980,2010
163946,5980,2010
163948,10787,2007
163983,24283,2006
164099,9937,2011
164099,30328,2015
164109,20548,2003
164109,4029,2007
164109,177884,2011
164109,149268,2011
164258,65156,2007
164364,2002,
164422,65345,2011
164422,164422,2011
164432,3336,2011
164432,3336,2011
164510,164510,2007
164607,28338,2008
164652,13142,2005
164652,64839,2006
164652,62967,2009
164661,176928,2010
164664,26038,2013
164708,2269,2008
164756,6781,2012
164756,6781,2012
164756,2991,2014
165123,6774,2016
165209,5047,2014
165262,8210,2005
165264,165993,2007
165264,24503,2008
165264,24503,2008
165264,22829,2012
165264,11538,2012
165466,8549,2006
165466,176282,2012
165466,175510,2012
165466,165466,2013
165557,13866,2006
165642,1380,2013
165649,5047,2010
165652,2991,2006
165699,25627,2010
165699,165649,2013
165731,175644,
165846,107107,2012
165846,7620,2013
165993,134144,2007
166061,63605,2005
166213,166213,2012
166224,25013,2011
166368,4739,2006
166368,63667,2008
166451,149070,2008
166458,176248,2009
166458,166458,2011
166485,166485,2012
166555,171002,2016
166563,147208,2012
166570,182383,
166583,23616,2015
166585,29353,2008
166705,15617,2007
166711,176235,2013
166711,125237,2015
170335,63138,2015
170359,101310,2012
170375,4462,2013
170396,176762,2013
170420,176963,2015
170617,29984,2015
170748,4430,2013
170748,4430,2016
170781,166564,2014
171139,165699,2014
174066,174066,2006
174119,10407,2010
174119,64223,2016
174147,6338,2004
174147,13714,2007
174147,25056,2007
174147,160890,2008
174169,177206,2012
174169,65220,2012
174236,64879,2009
174301,61390,2005
174302,122674,2009
174302,60800,2010
174310,1300,2016
174312,15459,2011
174390,10787,2004
174449,174449,2008
174490,3376,2007
174490,63679,2009
174490,162336,2010
174531,18879,2015
174656,20548,2011
174656,12140,2012
174656,155393,2013
174656,185654,2014
174729,6682,2010
174744,175742,2008
175055,175055,2013
175127,65325,2010
175157,5742,2010
175163,8762,2009
175271,29173,2007
175319,163879,2013
175407,179028,2012
175503,24978,2016
175510,141400,2004
175510,9867,2006
175686,8199,2015
175741,65009,2012
175913,21186,2011
176022,175153,2010
176092,1487,2014
176234,124042,2014
176247,62065,2007
176282,5047,2010
176289,8694,2007
176375,61885,2011
176404,125358,2011
176540,10938,2008
176565,182015,2007
176565,112876,2008
176591,165458,2008
176595,4790,2007
176595,1487,2010
176595,15509,2013
176602,161909,2013
176602,15509,2013
176659,8549,2004
176659,176659,2007
176659,176659,2010
176663,176663,2006
176833,63023,2008
176899,4844,2009
176899,142945,2010
176914,29453,2012
177088,3278,2006
177088,2751,2007
177088,29607,2010
177088,29984,2010
177088,62836,2011
177088,5742,2011
177088,175903,2011
177088,13510,2011
177088,177088,2012
177088,114628,2012
177088,20791,2012
177088,11856,2013
177088,11781,2015
177088,260779,2015
177088,183684,2017
177109,264390,2007
177225,29791,2016
177256,176068,2015
177264,141276,2009
177264,178722,2009
177267,12236,2015
177303,177303,2009
177376,3243,2008
177376,26022,2011
177376,3243,2011
177633,12679,2008
177739,176282,2008
177739,144097,2009
177739,4430,2011
177780,12815,2016
177881,9954,2012
177982,162747,2011
178027,151222,2007
178084,178084,2013
178319,142382,2009
178319,178684,
178507,179258,2010
178529,6649,2016
178539,266315,2012
178684,6788,2013
178684,162459,2014
178814,10519,2012
178863,4242,2009
178863,4242,2010
178863,4242,2010
178870,7912,2011
178943,119493,2012
178976,11300,2012
179077,3594,2012
179132,106203,2012
179202,60900,2014
179216,13526,2014
179361,163926,2015
179437,8542,2012
179441,2236,2010
179534,10631,2014
179597,184700,2011
179598,24191,2008
179598,66698,2009
179739,116029,2011
179741,113419,2010
179741,4242,2010
179741,8549,2011
179741,8530,2011
179741,118795,2011
179741,65345,2012
179741,177088,2012
179741,30098,2013
179741,7017,2013
179741,179741,2014
179831,11923,2010
179831,11923,2011
179831,11923,2016
180029,10086,2007
180183,63799,2014
180474,2968,2014
180483,25389,2014
180711,132740,2008
180711,6529,2014
180711,66708,2016
180711,120774,2018
180822,153128,2015
181104,113270,2010
181269,176764,2013
181445,181445,2015
181617,3171,2009
181904,10984,2007
181931,66798,2010
182788,133768,2013
182788,186428,2014
183187,66729,2011
183257,5047,2014
183528,13988,2012
183675,66072,2009
183797,183797,2009
183797,5841,2011
183903,137130,2011
183920,170458,
183963,5723,2013
183963,2369,2014
184208,184208,2014
184254,8341,2009
184254,184254,2010
184254,3243,2010
184254,7163,2013
184287,30990,2016
184392,13041,2013
184449,10190,2010
184465,177287,2015
184487,165742,2013
184487,179686,2015
184498,184498,2013
184551,178943,2015
184551,4476,2017
184576,21017,2015
184700,184101,2013
184725,185517,2015
184996,15314,2016
185018,177088,2015
185330,166789,2012
185334,164408,2016
185345,6848,2016
185345,11340,2016
185355,171097,2015
185370,176595,2012
185396,20067,2011
185396,183366,2012
185618,176595,2014
185797,28119,2014
185953,212782,2010
185953,11584,2011
185953,11264,2011
186139,187774,2016
186206,24783,2012
186206,2991,2013
186501,12124,2015
186501,186501,2015
186590,63639,2012
186675,14150,2012
186783,185953,2013
186845,176282,2014
187169,6461,2015
187434,150937,2016
187490,187490,2014
187491,112030,2013
187549,108306,2012
187549,30328,2016
187576,176017,2011
187692,64626,2014
187709,1380,2014
187740,154434,2014
187740,30328,2016
187814,27786,2014
187814,184035,2015
188663,1380,2013
189459,114628,2012
189459,4087,2013
189459,120877,2013
189459,5047,2013
189459,5878,2014
189459,6266,2014
189459,187766,2015
189459,30219,2015
189546,3243,2010
192255,29829,2011
196159,4503,2015
197559,21138,2014
197559,178493,2016
201794,135990,2010
203480,62391,2007
204867,1500,2003
204867,165123,2012
206211,206211,2001
206457,8549,2004
208079,12434,2008
210418,2070,2000
210418,1487,2005
211819,7892,2002
211819,160596,2005
212340,63804,2005
212340,160374,2007
212340,112754,2016
212340,22734,2016
212773,212773,2009
212782,61483,2000
212782,62036,2006
212782,7936,2006
212782,24759,2010
218399,10906,2003
220507,4321,1998
220507,6531,2001
220507,14326,2005
221237,137394,2003
221237,61401,2005
221612,6774,2002
222111,14934,2010
222111,222111,2013
222519,134464,2005
223732,115831,2003
224604,6376,2003
238616,238616,2010
252940,17202,2009
252940,11684,2009
252940,109584,2011
252940,8245,2013
260774,3607,2006
260774,65773,2006
260774,2369,2015
260778,10903,2013
260779,177088,2006
264385,174648,2008
264387,138129,2007
264388,120835,2007
264398,101076,2003
264506,64162,2009
264509,5667,2012
264509,116029,2016
266163,142391,2006
270151,61737,2011
271794,64132,2012
273726,29108,2011
273726,1308,2011
274165,162219,2012
285313,165857,2009
