GVKEY,DATADATE,FYEAR,CIK,MD_A,PROFORMA
063898,31DEC2005,2005,0001022080,1,N
063901,31DEC2005,2005,0000830656,1,N
063919,31DEC1999,1999,0001018003,2,N
063919,31DEC2012,2012,0001018003,3,I
063938,31JAN2006,2005,0001019671,3,I
063951,31DEC1999,1999,0001022608,3,C
063951,31DEC2004,2004,0001022608,2,C
063959,31DEC2007,2007,0001018332,3,C
063959,31DEC2008,2008,0001018332,3,C
063980,31DEC2002,2002,0001020476,2,C
063980,31DEC2003,2003,0001020476,2,I
064001,29FEB2000,1999,0001023339,2,C
064030,31DEC2006,2006,0001022671,2,C
064061,31DEC2003,2003,0001023313,5,C
064063,31DEC2007,2007,0001022321,2,I
064066,30JUN1999,1999,0001014462,5,C
064088,31MAR2010,2009,0000797721,3,C
064102,31DEC2007,2007,0000944508,3,C
064103,31DEC2004,2004,0001023362,4,C
064156,31DEC2001,2001,0001020416,2,C
064156,31DEC2004,2004,0001020416,3,C
064166,31DEC2001,2001,0001022079,3,N
064166,31DEC2003,2003,0001022079,5,I
064166,31DEC2005,2005,0001022079,5,C
064186,31DEC2003,2003,0001024047,3,C
064223,31DEC2012,2012,0001020710,5,C
064282,31DEC2006,2006,0001023516,3,C
064336,31DEC2010,2010,0001030475,2,N
064341,31DEC2010,2010,0001026650,3,C
064346,31DEC2003,2003,0001027207,3,C
064346,31DEC2011,2011,0001027207,2,C
064356,31OCT2001,2001,0000936395,1,C
064356,31OCT2002,2002,0000936395,2,C
064356,31OCT2008,2008,0000936395,3,C
064389,31DEC2006,2006,0000849869,2,I
064389,31DEC2008,2008,0000849869,2,N
064392,31DEC2002,2002,0000311407,3,C
064423,31DEC2010,2010,0001029299,3,I
064480,31DEC2011,2011,0001424454,3,I
064517,31DEC2010,2010,0001271554,2,N
064535,31DEC2003,2003,0001021010,2,C
064535,31DEC2005,2005,0001021010,2,C
064606,31JAN2006,2005,0001031798,2,C
064630,31OCT2004,2004,0000946581,5,I
064690,31DEC2000,2000,0001034670,3,N
064768,31DEC1999,1999,0001018724,1,C
064768,31DEC2008,2008,0001018724,1,N
064775,31DEC2011,2011,0001063259,2,N
064830,31DEC2000,2000,0001034257,3,C
064853,31MAR2003,2002,0000911160,2,C
064853,31MAR2008,2007,0000911160,2,I
064853,31MAR2013,2012,0000911160,3,C
064891,31MAR2000,1999,0001037038,2,C
064896,31DEC1999,1999,0001034239,2,N
064896,31DEC2004,2004,0001034239,5,C
064924,31DEC1999,1999,0001037186,2,C
064927,31DEC1999,1999,0001028339,2,C
064950,31MAY2000,1999,0000758540,2,I
064984,31JAN2000,1999,0001010026,2,C
064997,31DEC2010,2010,0001035983,3,I
065021,31MAR2012,2011,0001023731,2,I
065042,31DEC2006,2006,0001038223,2,C
065042,31DEC2009,2009,0001038223,2,C
065045,31DEC2007,2007,0001020017,3,C
065134,31DEC2000,2000,0000933098,2,C
065142,31DEC2004,2004,0001035884,5,C
065226,31JAN2007,2006,0001036188,3,N
065236,31DEC2000,2000,0001040261,3,C
065244,30JUN2007,2007,0001031028,3,C
065393,31DEC2012,2012,0001173924,1,N
065404,30JUN2000,2000,0000932352,4,C
065413,31DEC2010,2010,0001042783,3,C
065421,31DEC2002,2002,0000917491,3,C
065448,31DEC2007,2007,0001041858,3,C
065474,31DEC2005,2005,0001030484,2,C
065484,31DEC2004,2004,0001019439,3,C
065578,31DEC2000,2000,0001042561,2,C
065587,31DEC2006,2006,0000070487,3,C
065587,31DEC2010,2010,0000070487,3,C
065607,30JUN2004,2004,0001039065,3,I
065607,30JUN2005,2005,0001039065,3,C
065609,31DEC2012,2012,0001043277,2,I
065643,31DEC2007,2007,0001036960,2,N
065662,31DEC2006,2006,0001117795,2,N
065676,31DEC2011,2011,0001044590,2,C
065702,30APR2000,1999,0000911177,2,C
065703,31DEC2007,2007,0001042418,1,N
065708,30SEP2001,2001,0001044324,2,N
065771,31DEC2006,2006,0000949874,3,C
065827,31AUG2004,2004,0001016289,3,C
065881,31DEC2006,2006,0001034258,3,C
065887,30JUN2001,2001,0001040660,2,C
065893,31DEC2003,2003,0001043914,5,C
065899,31DEC2000,2000,0001046327,2,C
065899,31DEC2001,2001,0001046327,2,N
065899,31DEC2003,2003,0001046327,2,C
065899,31DEC2006,2006,0001046327,2,I
065904,31MAR2001,2000,0000711065,3,C
065904,31MAR2004,2003,0000711065,3,I
065905,30SEP2003,2003,0000720154,2,C
065911,31OCT2007,2007,0001045014,4,C
065973,31DEC2006,2006,0001046212,3,C
065973,31DEC2007,2007,0001046212,3,I
065973,31DEC2008,2008,0001046212,3,C
065986,28FEB2009,2008,0001070235,1,N
065986,28FEB2010,2009,0001070235,1,N
066029,31DEC2011,2011,0001335190,2,C
066032,31DEC2012,2012,0000833640,3,C
066060,31DEC2003,2003,0001096481,2,N
066065,31DEC2012,2012,0001067701,5,C
066278,31JAN2002,2001,0000912262,3,C
066290,28FEB2002,2001,0001050825,3,I
066368,31DEC2000,2000,0001014473,2,I
066368,31DEC2001,2001,0001014473,1,N
066371,30SEP2000,2000,0001048268,2,C
066371,30SEP2003,2003,0001048268,3,C
066379,31DEC2001,2001,0001046568,3,C
066379,31DEC2003,2003,0001046568,2,C
066393,30JUN2012,2012,0001049521,2,C
066403,30SEP2001,2001,0001048982,2,C
066403,30SEP2003,2003,0001048982,2,C
066446,31DEC2007,2007,0001050915,3,I
066446,31DEC2009,2009,0001050915,3,C
066447,31DEC2000,2000,0001000495,2,C
066450,31DEC2001,2001,0000885672,2,C
066468,30SEP2000,2000,0001036425,1,C
066468,30SEP2001,2001,0001036425,1,C
066507,31DEC2001,2001,0001049480,1,C
066507,31DEC2002,2002,0001049480,2,C
066588,30SEP2007,2007,0000924717,2,C
066630,31DEC2003,2003,0000944765,2,C
066630,31DEC2005,2005,0000944765,2,I
066630,31DEC2009,2009,0000944765,3,I
066630,31DEC2011,2011,0000944765,2,N
066696,31DEC2008,2008,0001054836,3,N
066708,31DEC2000,2000,0001054374,2,C
066708,31DEC2010,2010,0001054374,2,C
066728,31DEC2009,2009,0001055355,3,C
100080,31DEC2006,2006,0001144145,4,I
100572,31DEC2010,2010,0000938323,3,N
100572,31DEC2011,2011,0000938323,3,N
100590,31DEC2005,2005,0001136808,2,N
101204,31DEC2009,2009,0001121404,4,N
101204,31DEC2010,2010,0001121404,4,N
101204,31DEC2011,2011,0001121404,3,N
101310,31DEC2005,2005,0001114448,3,N
101310,31DEC2006,2006,0001114448,3,C
101310,31DEC2010,2010,0001114448,2,N
101317,31DEC2002,2002,0000845982,3,N
101352,31DEC2006,2006,0000886125,2,N
101352,31DEC2008,2008,0000886125,2,N
102341,30JUN2003,2003,0001023514,2,C
102341,30JUN2004,2004,0001023514,3,C
102696,31MAR2001,2000,0001032975,2,C
102983,31DEC2007,2007,0001037962,5,I
102983,31DEC2009,2009,0001037962,2,N
103341,31MAR2000,1999,0001045513,2,C
103487,31DEC2008,2008,0001000184,2,I
103487,31DEC2009,2009,0001000184,2,I
104598,31DEC2009,2009,0000889132,1,N
104598,31DEC2010,2010,0000889132,3,C
104598,31DEC2011,2011,0000889132,3,N
104831,30JUN2000,2000,0000875809,4,C
105089,31DEC2007,2007,0001076378,3,C
105861,31DEC2009,2009,0001323404,2,N
106112,31DEC2008,2008,0000800166,2,N
106112,31DEC2009,2009,0000800166,2,C
106112,31DEC2011,2011,0000800166,2,N
106305,30SEP2005,2005,0001031516,2,N
107917,31DEC2009,2009,0001177470,2,N
108893,31DEC2009,2009,0001048098,3,N
109179,31DEC2004,2004,0001057997,2,C
109425,31DEC2004,2004,0001030339,2,C
109580,31DEC2007,2007,0001028087,2,I
109823,31DEC2004,2004,,3,C
109919,30NOV2004,2004,0001053706,3,I
110100,31DEC2001,2001,,2,C
110330,31JUL2002,2002,0001053178,3,C
110529,31DEC2004,2004,0001052054,2,C
110685,31DEC2000,2000,0001056239,2,N
110685,31DEC2002,2002,0001056239,5,C
110685,31DEC2003,2003,0001056239,3,C
110685,31DEC2005,2005,0001056239,3,C
110721,31JAN2002,2001,0001057709,3,I
110732,31DEC2012,2012,0001057058,3,C
110766,31DEC2000,2000,0000945379,2,C
111103,30SEP2006,2006,0001057060,3,I
111732,31DEC2000,2000,0001055246,2,C
111961,31DEC2005,2005,0001046880,5,C
111965,31DEC2003,2003,0000934473,2,C
111974,31DEC2003,2003,0000913015,3,C
112030,31DEC2000,2000,0001058623,5,C
112030,31DEC2011,2011,0001058623,3,C
112033,31DEC2003,2003,0001047699,4,C
112033,31DEC2008,2008,0001047699,2,C
112034,31DEC2012,2012,0001059562,1,I
112158,31DEC2001,2001,0001030894,2,N
112158,31DEC2004,2004,0001030894,2,N
112168,31DEC2008,2008,0001060391,2,I
112623,30SEP2001,2001,0001060390,3,C
112624,31DEC2010,2010,0001062478,2,C
112876,31DEC2004,2004,0001061219,2,I
112876,31DEC2009,2009,0001061219,2,N
112876,31DEC2010,2010,0001061219,3,I
113026,28FEB2001,2000,0001041712,2,C
113269,31DEC2007,2007,0001056923,2,C
113269,31DEC2011,2011,0001056923,2,C
113272,31DEC2001,2001,0001063744,3,I
113371,31DEC2008,2008,0001042173,2,C
113419,31DEC2004,2004,0001062047,3,C
113419,31DEC2008,2008,0001062047,3,N
113609,31DEC2006,2006,0001031283,1,C
114370,31MAR2010,2009,0000945699,2,I
114524,31DEC2001,2001,0001065088,2,C
114524,31DEC2002,2002,0001065088,2,I
114524,31DEC2005,2005,0001065088,2,I
114524,31DEC2009,2009,0001065088,2,N
114927,31DEC2005,2005,0001069336,2,C
115404,31DEC2009,2009,0001326583,2,N
115757,30APR2007,2006,0001092796,3,C
115757,30APR2010,2009,0001092796,3,C
116029,31DEC2006,2006,0001070423,2,C
116029,31DEC2009,2009,0001070423,3,N
116395,31DEC2001,2001,0001006637,2,N
116526,30SEP2004,2004,0001069353,2,I
116787,30SEP2006,2006,0001066026,2,C
116787,30SEP2008,2008,0001066026,2,C
117768,31JAN2002,2001,0001045810,1,C
117768,31JAN2007,2006,0001045810,2,N
117905,31DEC2005,2005,0000878436,2,I
118121,30JUN2004,2004,0001066134,3,C
118121,30JUN2010,2010,0001066134,3,C
118223,30JUN2006,2006,0001073349,2,C
118223,30JUN2007,2007,0001073349,2,C
118223,30JUN2008,2008,0001073349,2,C
118445,31DEC2008,2008,0001042185,1,N
119034,31DEC2001,2001,0001074767,3,I
119034,31DEC2002,2002,0001074767,3,C
119173,31DEC2001,2001,0001023364,3,C
119173,31DEC2010,2010,0001023364,2,C
119216,30SEP2005,2005,0001079028,2,N
119216,30SEP2006,2006,0001079028,2,N
119314,31DEC2004,2004,0001075531,2,C
119417,31DEC2002,2002,0001076405,5,I
119493,31DEC2009,2009,0000850579,2,C
119493,31DEC2010,2010,0000850579,2,C
119553,31DEC1998,1998,0000831115,2,C
120134,31DEC2010,2010,0001080099,3,I
120297,31DEC2005,2005,0001301611,4,I
120302,31DEC2001,2001,0001074771,3,C
120358,31DEC2007,2007,0001080056,2,C
120358,31DEC2012,2012,0001080056,3,C
120359,31DEC2001,2001,0001057758,2,C
120513,31JAN2004,2003,0001080359,2,I
120774,31OCT2007,2007,0001009626,2,I
120774,31OCT2009,2009,0001009626,2,C
120816,31DEC2010,2010,0001080224,2,C
120822,31DEC2005,2005,0001069469,3,C
120822,31DEC2008,2008,0001069469,3,C
120835,31DEC2009,2009,0001065736,3,C
121053,31DEC2004,2004,0001063254,2,N
121077,30SEP2003,2003,0001048695,1,C
121077,30SEP2007,2007,0001048695,1,C
121080,31DEC2006,2006,0000888953,3,C
121493,30SEP2004,2004,0001084755,3,I
121493,30SEP2008,2008,0001084755,2,C
121656,31DEC2007,2007,0000934280,3,C
121717,31DEC2003,2003,0001083712,3,C
121717,31DEC2005,2005,0001083712,3,C
121718,31DEC2002,2002,0001043604,2,C
121718,31DEC2004,2004,0001043604,2,C
121934,31DEC2005,2005,0001059324,3,C
121934,31DEC2006,2006,0001059324,3,I
122034,30JUN2005,2005,0001068874,3,C
122061,30NOV2002,2002,0001085280,1,C
122061,30NOV2004,2004,0001085280,2,I
122061,30NOV2008,2008,0001085280,2,C
122061,30NOV2009,2009,0001085280,2,C
122061,30NOV2010,2010,0001085280,2,C
122099,31DEC2002,2002,0000076174,1,I
122159,31DEC2004,2004,0001086195,3,C
122159,31DEC2006,2006,0001086195,3,C
122159,31DEC2008,2008,0001086195,2,C
122172,31DEC2004,2004,0001084048,1,N
122172,31DEC2010,2010,0001084048,2,C
122172,31DEC2012,2012,0001084048,2,C
122257,31DEC2002,2002,0001048477,1,C
122257,31DEC2010,2010,0001048477,1,I
122266,31DEC2010,2010,0001415020,2,C
122355,31DEC2003,2003,0001086467,3,C
122355,31DEC2010,2010,0001086467,3,C
122360,31DEC2006,2006,0001011344,3,C
122519,30JUN2006,2006,0001084869,3,C
122741,31DEC2003,2003,0001022509,2,I
122741,31DEC2004,2004,0001022509,2,C
122841,28FEB2007,2006,0001087423,3,I
122902,31MAR2008,2007,0001078075,2,C
122917,31DEC2004,2004,0001077866,1,N
122921,31DEC2004,2004,0001088033,3,C
122921,31DEC2011,2011,0001088033,3,N
123016,31DEC2012,2012,0001058299,3,I
123455,31DEC2006,2006,0001078217,2,N
123455,31DEC2008,2008,0001078217,1,N
123455,31DEC2011,2011,0001078217,2,N
124196,30SEP2006,2006,0001032761,2,I
124196,30SEP2008,2008,0001032761,2,N
124196,30SEP2012,2012,0001032761,2,C
124198,31DEC2008,2008,0001142701,3,C
124320,31DEC2006,2006,0001087277,3,C
124358,31DEC2007,2007,0001056386,3,C
124435,31DEC2003,2003,0001037275,2,C
124638,31DEC2005,2005,0001092458,1,C
124678,31DEC2003,2003,0001042431,2,C
124775,31DEC2005,2005,0001091883,3,I
124775,31DEC2006,2006,0001091883,3,C
125274,31DEC2008,2008,0001054721,2,C
125358,31JUL2003,2003,0001084750,3,I
125358,31JUL2004,2004,0001084750,3,I
125600,31DEC2006,2006,0001094084,3,C
125600,31DEC2007,2007,0001094084,3,C
125601,31DEC2012,2012,0001089872,3,I
125604,31DEC2003,2003,0001093691,2,C
125604,31DEC2007,2007,0001093691,3,C
126036,30JUN2011,2011,0001342854,2,C
126046,31DEC2007,2007,0001089575,2,C
126056,31DEC2008,2008,0001069258,3,C
126056,31DEC2010,2010,0001069258,3,C
126056,31DEC2011,2011,0001069258,3,C
126056,31DEC2012,2012,0001069258,3,C
126322,31DEC2006,2006,0001093885,2,C
126417,30APR2009,2008,0001094739,3,C
126423,31DEC2006,2006,0001094392,2,C
126496,31DEC2007,2007,0001094814,2,C
126554,31OCT2007,2007,0001090872,1,N
126554,31OCT2010,2010,0001090872,3,C
126554,31OCT2012,2012,0001090872,3,C
126615,30APR2007,2006,0001095600,1,C
126615,30APR2009,2008,0001095600,3,C
126718,31DEC2006,2006,0001095315,3,C
126721,31DEC2004,2004,0001094285,3,I
126721,31DEC2006,2006,0001094285,3,I
126721,31DEC2010,2010,0001094285,3,N
126721,31DEC2011,2011,0001094285,3,C
126721,31DEC2012,2012,0001094285,3,N
126734,31DEC2002,2002,0001096958,2,C
126734,31DEC2003,2003,0001096958,3,I
127094,31DEC2006,2006,0001062292,3,C
127179,30JUN2002,2002,0001094238,2,C
127279,31DEC2002,2002,0001095480,2,C
127455,31DEC2003,2003,0001014672,2,C
127455,31DEC2006,2006,0001014672,3,C
127455,31DEC2010,2010,0001014672,2,C
129469,31JUL2009,2009,,3,C
129850,31DEC2003,2003,0001097338,2,C
129850,31DEC2005,2005,0001097338,2,C
129851,31DEC2003,2003,0001094561,3,C
130200,31DEC2006,2006,0001096142,3,I
130200,31DEC2010,2010,0001096142,3,I
130305,31DEC2010,2010,0001058444,3,C
130762,31DEC2002,2002,0001096325,3,C
130762,31DEC2004,2004,0001096325,1,I
130762,31DEC2010,2010,0001096325,2,I
130764,31DEC2002,2002,0001093273,2,C
132361,31DEC2004,2004,0001071806,3,C
132599,31DEC2004,2004,0001407313,3,C
132740,30SEP2003,2003,0001107457,3,N
132758,31DEC2005,2005,0001105519,2,N
132800,30SEP2003,2003,0001108034,2,C
133170,31DEC2002,2002,0001097313,4,I
133170,31DEC2006,2006,0001097313,2,N
133346,31DEC2012,2012,0001101169,5,C
133367,30SEP2003,2003,0001096752,5,C
133367,30SEP2008,2008,0001096752,5,C
133504,31DEC2007,2007,0001033905,2,C
133504,31DEC2012,2012,0001033905,1,C
133766,31DEC2005,2005,0001095565,3,C
133767,31JAN2004,2003,0001100270,3,C
133869,31DEC2006,2006,0001102993,2,C
133869,31DEC2007,2007,0001102993,3,C
133885,31DEC2002,2002,0000939767,1,C
133888,31MAY2006,2005,0001070380,2,C
133945,31DEC2010,2010,0001104252,5,C
133985,31DEC2005,2005,0001041403,2,I
134932,31DEC2008,2008,0001097864,3,I
134932,31DEC2010,2010,0001097864,3,I
135805,31DEC2009,2009,0001108058,2,C
135965,31DEC2007,2007,0001105472,2,N
135965,31DEC2012,2012,0001105472,2,C
135966,31DEC2003,2003,0001103777,3,C
135966,31DEC2006,2006,0001103777,3,C
135986,31DEC2007,2007,0001106773,2,C
135990,31DEC2012,2012,0001013871,2,C
136186,31DEC2010,2010,0001104506,1,N
136646,31DEC2006,2006,0001094058,3,C
136725,31DEC2003,2003,0001035267,3,C
136884,31DEC2003,2003,0001107332,1,C
137066,31DEC2008,2008,0001113866,2,N
137131,31DEC2004,2004,0001100682,2,C
137432,30JUN2004,2004,0001101396,3,C
137573,31AUG2005,2005,0001101302,3,C
137641,30SEP2003,2003,0001110903,4,C
138129,31DEC2004,2004,0001056421,3,C
138205,31DEC2007,2007,0001110803,2,C
138343,31DEC2004,2004,0001110009,2,C
138483,31DEC2006,2006,0001109354,3,N
138607,31JAN2004,2003,0000731502,2,C
138607,31JAN2006,2005,0000731502,2,C
138608,31DEC2009,2009,0001113481,2,C
138613,31DEC2009,2009,0001111665,3,I
138741,31DEC2006,2006,0001114200,2,C
138743,31DEC2010,2010,0001101239,3,C
139662,30SEP2005,2005,0001116521,5,I
139804,31DEC2006,2006,0001116942,3,C
140030,30JUN2007,2007,0001022225,2,C
140061,31DEC2005,2005,0001109537,2,C
140073,31DEC2007,2007,0001114483,3,I
140736,31DEC2007,2007,0001118941,1,C
140756,31DEC2006,2006,0001123658,2,N
140759,31DEC2009,2009,0001120295,3,C
140759,31DEC2012,2012,0001120295,3,I
140760,31AUG2005,2005,0001110783,4,C
140760,31AUG2007,2007,0001110783,4,C
140908,31DEC2006,2006,0001126136,2,N
140910,31DEC2005,2005,0001119985,3,C
141007,30SEP2006,2006,0001122668,3,C
141037,31MAR2008,2007,0001098315,5,C
141243,31DEC2004,2004,0001127866,2,N
141278,31DEC2009,2009,0000890394,2,C
141321,30SEP2005,2005,0001121302,2,C
141382,31DEC2003,2003,0001035688,3,I
141384,31DEC2011,2011,0001097149,4,C
141389,31DEC2007,2007,0000864559,2,I
141469,31DEC2007,2007,0001123494,3,N
141469,31DEC2009,2009,0001123494,3,C
141720,31AUG2006,2006,0001012569,3,I
141720,31DEC2012,2012,0001012569,5,I
141847,31DEC2008,2008,0001129623,3,C
141957,31JAN2005,2004,0001100813,2,C
141957,31JAN2006,2005,0001100813,2,N
141957,31JAN2007,2006,0001100813,2,C
142248,31DEC2007,2007,0001129137,2,C
142248,31DEC2010,2010,0001129137,2,N
142260,31DEC2010,2010,0001121484,2,I
142460,31DEC2006,2006,0001064728,3,C
142811,31DEC2012,2012,0001135152,3,C
142956,31DEC2012,2012,0000926326,2,C
143527,31MAR2004,2003,0001122787,2,C
144010,31DEC2008,2008,0001113668,3,C
144010,31DEC2009,2009,0001113668,3,C
144066,30SEP2005,2005,0001137411,3,N
144097,31DEC2007,2007,0001092914,3,I
144115,31DEC2004,2004,0001133478,2,N
144396,31DEC2007,2007,0001141103,3,N
144396,31DEC2008,2008,0001141103,3,C
144436,31DEC2006,2006,0000878526,3,I
144436,31DEC2007,2007,0000878526,3,C
144437,31DEC2006,2006,0001120914,2,C
144559,31DEC2007,2007,0001136869,1,N
144998,31DEC2012,2012,0001166003,2,I
146156,31DEC2011,2011,0001145460,3,N
146156,31DEC2012,2012,0001145460,3,N
146171,31DEC2005,2005,0000892537,3,C
146171,31DEC2007,2007,0000892537,3,I
146171,31DEC2010,2010,0000892537,3,C
146352,31DEC2007,2007,0001161611,2,N
147262,31DEC2007,2007,0001163958,2,C
147340,31DEC2011,2011,0001112920,2,C
147449,31DEC2009,2009,0001167379,2,N
147452,31DEC2005,2005,0001139650,3,C
147453,31DEC2007,2007,0001166291,3,C
147453,31DEC2010,2010,0001166291,4,C
147639,31DEC2009,2009,0001159154,2,C
147658,30SEP2005,2005,0001168478,5,I
148313,31DEC2007,2007,0000922863,3,I
148650,31DEC2005,2005,0001143363,2,C
148652,31DEC2006,2006,0001172243,3,C
148770,31DEC2008,2008,0001166036,2,N
148870,31DEC2005,2005,0001168335,3,C
148870,31DEC2007,2007,0001168335,2,I
149065,30JUN2010,2010,0001178347,1,N
149089,31DEC2007,2007,0001174527,5,C
149268,31DEC2007,2007,0000891456,2,C
149477,30APR2005,2004,0001166380,4,C
149477,30APR2010,2009,0001166380,3,C
150139,31JAN2008,2007,0001089063,2,C
150201,31DEC2005,2005,0001176334,2,I
150258,31DEC2007,2007,0001131227,2,N
150699,31DEC2005,2005,0001168054,2,C
151933,31DEC2006,2006,0001190723,2,C
151933,31DEC2007,2007,0001190723,2,C
152649,31MAR2008,2007,0001214299,2,N
153728,31DEC2006,2006,0001053374,2,C
154254,31DEC2006,2006,0001210677,3,C
154439,31DEC2006,2006,0001172852,3,C
154439,31DEC2007,2007,0001172852,3,C
154758,31DEC2007,2007,0001220754,3,I
155394,31DEC2007,2007,0001065696,3,C
156153,31DEC2006,2006,0001261694,1,C
157118,31DEC2009,2009,0001268671,3,C
157635,31DEC2007,2007,0001140486,2,C
157635,31DEC2009,2009,0001140486,2,C
157755,31DEC2011,2011,0001224133,3,C
157855,31JAN2013,2012,0001108524,2,I
157862,31DEC2006,2006,0001095277,2,C
158740,31DEC2007,2007,0001163943,2,C
160232,31DEC2007,2007,0001135711,1,I
160255,31DEC2006,2006,0001274057,1,N
160255,31DEC2007,2007,0001274057,3,I
160260,31DEC2007,2007,0000834208,2,C
160329,31DEC2010,2010,0001288776,2,N
160329,31DEC2012,2012,0001288776,4,I
160373,31DEC2008,2008,0001289419,4,C
160415,31DEC2009,2009,0001111247,2,C
160474,31DEC2007,2007,0001048685,3,I
160474,31DEC2008,2008,0001048685,3,C
160902,31DEC2010,2010,0001291361,2,N
161843,31DEC2010,2010,0001302028,5,C
161977,31DEC2007,2007,0001260828,4,C
161992,31DEC2007,2007,0001257803,3,C
161997,31DEC2007,2007,0001289848,2,C
162127,31DEC2008,2008,0001304421,3,C
162272,31DEC2007,2007,0001297067,2,C
162335,31MAR2011,2010,0001295947,3,I
162338,31DEC2012,2012,0001308208,5,N
162733,31OCT2011,2011,0001312073,3,I
162768,31DEC2008,2008,0001308858,1,C
162768,31DEC2011,2011,0001308858,2,C
162892,31DEC2009,2009,0001226616,2,C
162906,30NOV2008,2008,0001316360,3,N
162906,30NOV2012,2012,0001316360,4,N
163629,31DEC2011,2011,0001265888,2,I
163720,31DEC2007,2007,0001318310,3,C
163771,31DEC2010,2010,0001114714,2,I
163921,31DEC2010,2010,0001324518,2,N
163929,31DEC2008,2008,0001323715,3,I
163946,31DEC2010,2010,0001324404,3,C
163977,31DEC2008,2008,0001324570,3,I
164046,31DEC2011,2011,0001273441,3,C
164369,31DEC2012,2012,0001329919,3,C
164416,31DEC2012,2012,0001159167,2,C
164422,31DEC2011,2011,0001333513,2,C
164432,31DEC2011,2011,0001334478,2,C
164557,31MAR2008,2007,0001324948,3,C
164607,31DEC2011,2011,0001330849,3,C
164680,31DEC2011,2011,0001325281,3,C
165244,31DEC2008,2008,0001134203,3,C
165244,31DEC2010,2010,0001134203,3,I
165466,31DEC2008,2008,0001338065,2,C
165649,31DEC2012,2012,0001276187,5,I
165746,31DEC2010,2010,0001335258,3,C
165798,31JUL2010,2010,0001334933,3,N
165798,31JUL2012,2012,0001334933,2,N
165846,31DEC2011,2011,0001340122,3,C
165846,31DEC2012,2012,0001340122,4,I
165934,31DEC2012,2012,0000772320,2,C
165993,31DEC2007,2007,0001136893,3,I
165993,31DEC2009,2009,0001136893,3,C
166213,30SEP2012,2012,0001235468,3,I
166485,31DEC2010,2010,0001004724,3,C
166563,31DEC2011,2011,0001351541,2,I
166593,31DEC2010,2010,0001131554,3,C
166593,31DEC2012,2012,0001131554,2,I
166639,31DEC2008,2008,0001354513,4,I
174118,31DEC2012,2012,0001354217,2,I
174119,31DEC2010,2010,0001356949,3,C
174147,31DEC2008,2008,,3,C
174147,31DEC2010,2010,,1,N
174169,31DEC2012,2012,0001282648,3,I
174317,31DEC2012,2012,0001357326,3,C
174637,31DEC2009,2009,0001362004,2,I
174871,31DEC2008,2008,0001357525,2,C
175004,31DEC2010,2010,0001361983,2,N
175004,31DEC2011,2011,0001361983,2,I
175004,31DEC2012,2012,0001361983,3,C
175111,31DEC2009,2009,0001130258,2,C
175157,31DEC2011,2011,0001364541,2,C
175264,31MAR2009,2008,0001356570,2,I
175510,31DEC2011,2011,0001144945,3,I
175686,31DEC2012,2012,0001361538,3,C
175913,31DEC2011,2011,0001171298,2,I
176022,31DEC2010,2010,0001367644,1,C
176255,31DEC2012,2012,0001375557,2,C
176260,31DEC2012,2012,0001381640,1,N
176404,31DEC2011,2011,0001377013,3,N
176652,31DEC2011,2011,0001385145,1,N
176833,31DEC2008,2008,0001372041,2,C
176833,31DEC2010,2010,0001372041,2,I
176899,31DEC2010,2010,0001349436,2,C
177067,31DEC2011,2011,0001392326,3,C
177099,31DEC2012,2012,0001385292,2,N
177264,30SEP2012,2012,0001385187,3,C
177287,31DEC2012,2012,0001232524,3,C
177486,31DEC2011,2011,0001385424,1,N
177650,31DEC2010,2010,0001138830,4,C
177654,31JAN2010,2009,0001132484,1,C
177780,31DEC2011,2011,0001158172,2,C
177881,31DEC2012,2012,0000937556,3,N
177924,31DEC2010,2010,0001388195,3,I
177983,31DEC2011,2011,0001398659,3,I
178493,31DEC2011,2011,0001405277,2,I
178493,31DEC2012,2012,0001405277,2,C
178538,31AUG2010,2010,0001408287,3,C
178684,31DEC2010,2010,0001384072,2,C
178684,31DEC2011,2011,0001384072,4,I
178851,31DEC2012,2012,0001403853,3,C
178868,31DEC2010,2010,0001402305,3,I
178943,31DEC2012,2012,0001227930,2,I
178976,30JUN2011,2011,0001157408,3,I
179216,31DEC2010,2010,0001406234,2,N
179216,31DEC2012,2012,0001406234,2,N
179577,31DEC2012,2012,0001420800,4,I
179598,31DEC2009,2009,0000744218,2,C
179657,30SEP2011,2011,0001417398,3,C
181104,31DEC2010,2010,0001124804,4,C
181269,31DEC2008,2008,0001309402,2,I
181617,31DEC2011,2011,0001145404,2,C
183421,31JAN2013,2012,0000880460,4,C
200595,31MAR2011,2010,0001191141,2,C
201088,31DEC2003,2003,0000877799,2,N
205692,31DEC2009,2009,0001175580,2,N
209382,31DEC2005,2005,0000917851,2,N
209382,31DEC2006,2006,0000917851,4,C
210418,31DEC2011,2011,0001091587,3,C
210418,31DEC2012,2012,0001091587,2,C
211322,31MAR2006,2005,0001106056,1,N
211819,31MAR2003,2002,0001004315,3,C
211819,31MAR2005,2004,0001004315,2,C
211819,31MAR2008,2007,0001004315,3,C
212340,31DEC2005,2005,0000936402,4,C
212340,31DEC2007,2007,0000936402,2,C
212782,31DEC2006,2006,0001333141,3,I
212782,31DEC2010,2010,0001333141,4,N
213412,31DEC2008,2008,0001122411,2,N
220748,30JUN2004,2004,0001002717,2,N
221237,31DEC2003,2003,0001111492,2,C
221612,31DEC2005,2005,0001126113,2,C
